name,address,install_date,designation_date,artist,latitude,longitude,zip_code,type,description_of_artwork
Las Puertas de Paseo Boricua,2448 West Division St,2017,Unknown,Lebster Pabon,41.90310741,-87.68891762,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
China Truborn,1312 S. Michigan,2017,Unknown,Louise ;Ouizi; Chen,41.86537627,-87.62425345,60605,Mural,(Photo Credit: Sandra Steinbrecher)
Altered Translation,2912 N. Milwaukee Avenue,2017,Unknown,James Jankowiak,41.93402709,-87.71576662,60618,Mural,None
Neighborhood Renewed,4520 West Addison St,2017,Unknown,Northwest Arts Connection with Ken R. Klopack,41.9463173,-87.74025468,60641,Mural,Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question; “What does urban renewal or urban evolution mean to this area?”
Couch Place,100 w. Couch Pl,2016,Unknown,Justus Roe,,,60601,Mural,abstract landscape painting
M.A.G.I.C.,1200 East 61st St,2006,Unknown,Damon Reed,41.78427743,-87.5962122,60637,Mural,None
Peregrine Falcon,1708 W. Chicago Ave; Chicago IL 60622,2019,Unknown,Justin Suarez,41.89613654,-87.6701092,60622,Mural,mural
Historic Pullman Mural,480 East 111th St,2017,Unknown,Rahmaan Statik,41.69287446,-87.61037058,60628,Mural,On both sides of the viaduct below the Metra commuter train tracks; the history of the planned community of Pullman is laid out in a series of scenes. Designed by Rahmaan Statik; the Historic Pullman Mural was executed with the help of local high school students.
Letter J,1400 W Wabansia,2019,Unknown,Marry Tonnu,41.91361584,-87.66285163,60642,Mural,None
Unknown,1551 W Homer Street,2018,Unknown,You Are Beautiful,41.91720864,-87.66683738,60642,Mural,Matthew Hoffman is a Chicago based artist & designer whose public works have been exhibited internationally. His ideas and work have been included in Good; the New York Times Magazine; and Ready Made. He has been published in books by Gestalten; Droog; and Taschen; and was featured in a segment on the Oprah network.
Year Round 2020,3415 N Ashland Ave,2020,Unknown,Mauricio Ramirez Art,41.94388,-87.66856,60657,Mural,None
Imagine If We Could Tolerate Each Other's Differences,916 S Wabash,2016,Unknown,Hera,41.87004169,-87.6260414,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this mural Hera stated; ;The beauty of murals is that they can be done by one person; on one day; expressing one thought right there and then; without huge funding; without much effort; without the need to be conserved forever. A mural can be painted over easily; or will fade in the sun anyway . . .  it basically proves that a single person can claim a space in this big world and make a statement visible. I think that is a very empowering message; ; as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Unknown,2659 South Kedvale Ave,2016,Unknown,Chris Silva,41.84245725,-87.72800235,60623,Mural,In the summer of 2016 Chris Silva and his Public Art Crew gave the outside of Project VIDA a remix/ restoration. The original mural was created by Maria Gaspar and her team in 2009.
For A New World/Para un Nuevo Mundo,925 West Diversey Ave,1973,Unknown,John Pitman Weber and Oscar Martinez,41.93255169,-87.65249341,60614,Mural,Artist John Pitman Weber and Oscar Martinez. 1973. This beautiful mural can be seen from the train; at the CTA Brown line Diversey station. The mural is located on the Holy Covenant United Methodist Church and has three sections representing areas of the congregation's worship service: confession; the word; and the offering. From 1973
Untitled,72 E. 11th Street,2014,Unknown,Pose,41.86940381,-87.62483711,60605,Mural,Columbia College Chicago has teamed up with Shepard Fairey (OBEY series; Obama HOPE) and three other Art Alliance: The Provocateurs artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with Lollapalooza. Four of the top names in subversive street art;Shepard Fairey; Cleon Peterson; POSE; and RETNA;have used the corridor as their ;living urban canvas;; injecting provocative; large-scale artworks into one of Chicago;s major emerging art scenes. The outdoor art; as part of the Wabash Arts Corridor; will remain indefinitely. ;Street art and graffiti are no longer strictly defined as vandalism and deserves to be recognized as a valid and important art genre;; said Shepard Fairey; artist and curator of The Provocateurs. ;It challenges the notion that public space should be dominated by advertising and government signage. Columbia College and the City of Chicago have enthusiastically supported our outdoor mural project.;
Untitled,Unknown,2017,Unknown,Ruben Aguirre,41.9039488,-87.62501932,60610,Mural,The visceral experience of descending into the pedestrian tunnel at Lake Shore Drive and emerging at the waterfront is captured in this mural; but instead of replicating a lakefront scene; Aguirre translates its impression into abstract design elements.
Spirit of Hyde Park,1525 East 57th St,2010,Unknown,Restored by Bernard Williams,41.79143823,-87.58806134,60657,Mural,Restorations 2010: Bernard Williams
The Great Migration,3947 South Michigan Ave,1995,Unknown,Marcus Akinlana,41.82241688,-87.62303736,60653,Mural,Completed in 1995. Artist Marcus Akinlana. This mural is located at the Elliott Donnelly Youth Center and covers the largest wall of the Art Park. The 2700 sq ft mural is a historical narrative of the mass migration of African-Americans from the southern United states to Chicago. From 1995
Creature Crew,1520 West 16th St,2012,Unknown,Chris Silva,41.85974198,-87.66467241,60608,Mural,"'The Creature Crew'"" was created by youth Artists from Yollocalli in the summer of 2012 with help from Chris Silva."""
The Heart of Rogers Park,1349 West Morse Ave,2007,Unknown,Damon Reed,42.00780563,-87.6657006,60626,Mural,Viaduct Enhancement. 2007. Artist Damon Reed. This mural; located at the CTA Red Line Morse stop; highlights the neighborhood as an arts; music; and theater district. From 2007 project images
Las Flores de las Almas Muertas,2806 South Ridgeway,2017,Unknown,"Jospeh 'Sentrock'"" Perez""",41.84039883,-87.71849427,60623,Mural,Inspired by the work of Takashi Murakami; the street Art class and Jospeh Sentrock Perez created this mural in 2017.
Jazz It Up,1117 W Lawrence Ave,2017,Unknown,Tony Passero,41.96893371,-87.65838009,60640,Mural,None
Uptown Alley Cat,1140 Wilson Avenue,2019,Unknown,Jim Bachor,41.965418,-87.658876,60640,Mural,None
Penny For Your Thoughts,424 S Wabash,2015,Unknown,Morley,41.87635127,-87.6261892,60605,Mural,Morley is a Los Angeles- based street artist specializing in bold; typographic posters that mix humor and hope. His recent installation on Wabash Avenue called ;Penny for your thoughts;; is meant to act as a friendly voice amongst the barrage of billboard messages and corporate slogans. Thanks to Logan Square;s Beauty and Brawn Gallery; Morley was able share his writings on the wall with WAC.
Letter X,1907 N Mendell Street,2019,Unknown,Marry Tonnu,41.91695917,-87.66535085,60642,Mural,None
Quetzalcoatl 18,1540 West 18th St,2018,Unknown,Rocio Urbano,41.85792077,-87.66535929,60608,Mural,None
Wildflowers,150 W. Roosevelt Road,2019,Unknown,Andrew Cooper,41.86745273,-87.63233424,60605,Mural,None
2birds One Stone,25 E Monroe St,2017,Unknown,Killabunz and Jose Quezada,41.88066939,-87.62680815,60603,Mural,A painting of two birds; one mechanical; and one not with a magical stone in the middle. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
Unknown,1551 W Homer Street,2018,Unknown,Cards Against Humanity Design Team,41.91720864,-87.66683738,60642,Mural,Painted by Caleb Vanden Boom; Sarah Gardner; and Jared Sawdey from the Cards Against Humanity design team; based on shapes; colors; and textures found near the building.
Radial Fields,1838 W. Chicago Ave; Chicago IL 60622,2018,Unknown,Anthony Lewellen,41.89607519,-87.67373584,60622,Mural,mural
Graziano,2716 W Sunnyside Ave,2014,Unknown,Justus Roe,41.96319759,-87.69655724,60625,Mural,abstract landscape painting
Reflections of Good,2601 West 63rd St,2006,Unknown,Juan Chavez,41.77907746,-87.68858187,60629,Mural,2006. Artist Juan Chavez. Reflections of Good is a brilliant mixed-media mosaic that developed from multiple conversations between the Greater South West Side Development Corporation and the Inner City Muslim Action Network (IMAN). From 2006 project images (http://picasaweb.google.com/chicagopublicartgroup/2006ProjectImages?authkey=lGjXWRmvvXU&feat=embedwebsite)
Where there is Discord; Harmony; The Power Of Art,1809 E 71st Street,1991,Unknown,Olivia Gude and Marcus Akinlana,41.76591785,-87.5809089,60649,Mural,1991; a mural designed by Olivia Gude and Marcus Akinlana with the assistance of the Youth Renaissance Mural Group; located at One Artist Rrow; and artisans' incubator building at 1809 E 71st Street. Black United Fund of Illinois bought the building in the 80's therefore we don't have the description; but we fo have a picture which I have attached.
Letter N,1690 N Elston Ave,2019,Unknown,Marry Tonnu,41.91290391,-87.66394498,60642,Mural,None
The Announcenment,5011 N Lincoln Ave,2018,Unknown,Jason Watts,41.97222777,-87.69071934,60625,Mural,The Announcement; by Jason Watts bridges aspects of Lincoln Square's past with an eye toward the future.  Incorporating iconic buildings and references within the neighborhood; the central character is announcing a new chapter for Lincoln Square.  Watts' paintings are upbeat and optimistic with a celebration of color and pattern.  His latest work utilizes silhouettes of figures; with references within that signfiy a locality or evoke a nostalgic tone.  Music runs as a theme in his work; and the character here references a jazz singer from a former era.
Homefront,4001 South Wallace St,2018,Unknown,Cyd Smillie with Arts Alive Chicago,41.82169337,-87.64086693,60609,Mural,None
Remembering Mayahuel,3724 West 26th St,2014,Unknown,Pop Up Mural Shop,41.84444042,-87.71839492,60623,Mural,"Painted by Yollocalli youth interns; the Pop Up Mural Shop; in the summer of 2014; 'Remembering Mayahuel'"" is a tribute to the Aztec legend of agAvenue"""
Untitled,525 S. Wabash,2016,Unknown,Lady Lucx & Sarah Stewart,41.87515022,-87.62586678,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Lady Lucx stated; ;The location was my first influence. The garage is in view as the orange line meets the Loop coming from the south side of Chicago; where it changes from neighborhoods and families to the beast of downtown life; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
From Boom To Doom,1006 S Michigan,2016,Unknown,Collin Van Der Sluijs,41.86976756,-87.62426641,60605,Mural,(Photo Credit: Sandra Steinbrecher) Collin van der Sluijs is a renowned painter and illustrator from The Netherlands; where he lives and works.  Thanks to JK Equities and Vertical Gallery for partnering with the Wabash Arts Corridor and bringing Collin;s work to the district!  ;From Bloom to Doom; showcases two endangered birds from Illinois ; the yellow-headed blackbird and the red-headed woodpecker ; amongst native flowers.
Childhood is Without Prejudice,1556 East 56th St,1972,Unknown,William Walker,41.7934746,-87.58686328,60637,Mural,None
Letter Z,1400 W Wabansia,2019,Unknown,Marry Tonnu,41.91361584,-87.66285163,60642,Mural,1
untitled,1959 W. Chicago Ave; Chicago IL 60622,2019,Unknown,Sick Fisher,41.89580311,-87.67698748,60622,Mural,fa;ade mural
Urbs in Horto,3637 N. Southport Avenue,2019,Unknown,Louise ;Ouizi; Chen,41.9481786,-87.66389687,60613,Mural,"'URBS IN HORTO; Latin for ''City in a Garden;'' is the official city motto of Chicago. In order to capture the essence of this phrase; I portrayed a lush bouquet of Chrysanthemums; Roses; Echinacea; and prairie grasses. Each of these blooms can be found in the city and serves a purpose in the bouquet apart from making a beautiful arrangement. Chrysanthemums are Chicago''s official flower; so they are featured most prominently in the mural. Roses are universally recognizable and loved; but they were also Anne Hewlett Fuller''s favorite; and the bloom that the famous Chicagoan architect and designer Buckminster Fuller gave her in courtship. Echinacea and prairie grasses are both found growing wild in Chicago; a nod to the abundance of beautiful wild foliage in Illinois. The symbolic blooms coupled with the title of the piece honor the city''s close and nuanced relationship with nature.'""  URBS IN HORTO is part of the Lakeview Public Art Program; an initiative of Special Service Area 27 and its 501(c)(3) non-profit partner organization; Friends of Lakeview which showases original works of art by innovative artists throughout the West Lakeview neighborhood. Learn more at www.lakeviewchamber.com/art ."""
Kilbourn,3434 N. Tripp,2019,Unknown,Justus Roe,41.94366353,-87.73362103,60641,Mural,abstract landscape painting
Neighborhood on the Rails,4254 West Belmont Ave,2017,Unknown,Northwest Arts Connection with,41.93910758,-87.73434336,60641,Mural,Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question; “What does urban renewal or urban evolution mean to this area?”
If You Only Know,4628 N Clifton Ave,2019,Unknown,Steven Teller,41.96620602,-87.65901114,60640,Mural,None
Health; Wealth; & Knowledge of Self,4150 W 55th St,2019,Unknown,Dredske; Zeye One; James Allen; Dmnology; James Jankowiak,41.79327456,-87.72766409,60632,Mural,None
The Heart Project,380 East Chicago Ave,2017,Unknown,Erik DeBat,41.89694425,-87.61721674,60611,Mural,The Heart Project is a 320-foot-long mural installation within the viaduct that links streeterville to Lake Michigan. The mural’s vertical stripes recall a row of window panes. Each stripe is colored differently; forming a spectrum of cool and warm tones along the thruway.
swelligant,1062 W. Chicago Ave; Chicago IL 60622,2016,Unknown,Lauren Asta,41.89638219,-87.65506733,60622,Mural,mural
Living,910 West Bryn Mawr Ave,2007,Unknown,Tracy Van Duinen and Todd Osborne,41.98398894,-87.65271443,60660,Mural,Bryn Mawr and Lake Shore Drive Bricolage. 2007. Artist Tracy Van Duinen and Todd Osborne. This colorful bricolage celebrates the past; present; and future of the Edgewater community. Images of the community are represented; including historical architecture. From 2007 project images
New Life; New Love,1140 North Lamon Ave,1996,Unknown,Sidda Sila,41.90166021,-87.74855221,60651,Mural,Completed 1996. Artist Sidda Sila. The mural illustrates children and grandparents together as a family; doing loving; caring activities as a unit. From 1996
Matter of Time,4631 N Clifton Avenue,2020,Unknown,James Mosher,41.96639,-87.65873,60640,Mural,None
Letter T,1685 N Elston Ave,2019,Unknown,Marry Tonnu,41.91285533,-87.66357259,60642,Mural,None
Alley Wall Project,1401 W 18th St,2015,Unknown,Ricardo Martinez; FEDZ; Thomas; Axel,41.85776469,-87.66138509,60608,Mural,Thanks to Alderman Solis and his Art in Public Spaces Initiative; Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.
X Marks The Milky Way,1152 S Wabash,2016,Unknown,Renee Robbins,41.86769438,-87.62597903,60605,Mural,(Photo Credit: Sandra Steinbrecher) While working on this project Robbins stated; ;My work focuses on creating relationships between the microscopic and the telescopic. This work draws from treasure maps; which represent a quest to find something unexpected and it offers a place for dreaming about our relationship to nature and the cosmos.; ;  as quoted in Sandra Steinbrecher;s Wabash Arts Corridor / Big Walls / 2016
Las Puertas de Paseo Boricua,2630 West Division St,2017,Unknown,Edra Soto,41.90306694,-87.69322403,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Face Lift,330 N MacChesney Court,2019,Unknown,Dwight White,41.88761537,-87.62530112,60601,Mural,The face is designed to inspire viewers from the ground and from the hotel across the alley. From both; you have a clear point of view of the mural; it's colors and one of the most inspiring things we can see almost daily; the sky. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.
The Valley South,1551 S Blue Island Ave,2019,Unknown,Justus Roe,41.86038369,-87.65883644,60608,Mural,abstract landscape painting
Rhythms of the Park,3816 West Armitage Ave,1990,Unknown,Cathy Cajandig and Ivan Watkins,41.91732348,-87.72235908,60647,Mural,Completed 1990. Artists Cathy Cajandig and Ivan Watkins. Rhythms of the Park cosists of two outdoor and one indoor mosaic panels. The artists worked with a youth team to design and create these panels; they illustrate the variety of sports; cultural; and musical interests of the park and its community members. From 1990
With All Our Might,2801 South Ridgeway,2013,Unknown,Chris Silva,41.84057466,-87.71820602,60623,Mural,"'With All of Our Might'"" was created by Yollocalli teens with Artist Chris Silva in the summer of 2013 on Yollocalli''s new home- the Little Village Boys & Girls Club."""
Donoghue School Mural,707 East 37th st,2009,Unknown,Damon Reed and Siddha Webber,41.82770517,-87.60847172,60653,Mural,"Artists Damon Reed and Siddha Webber. 2009. 'There is a Hero Within You'"" is located at the Donoghue School. It depicts Martin Luther Jr. King and U.S. President Barack Obama. From 2009 (http://picasaweb.google.com/chicagopublicartgroup/2009?feat=embedwebsite)"""
First Responders,4508 N Milwaukee Ave,2011,Unknown,Jill Arena and  Cyd Smillie,41.96262415,-87.75638065,60630,Mural,"'First Responders'"" was designed by Jill Arena and painted by Cyd Smillie to commemorate the 10th anniversary of 9/11. It features the status of Liberty on a red background with a First Responder spraying a hose. It is on the south facing wall of 4508 N Miwaukee and on the day of its dedication the roll call for the firehouse across the street was held on site."""
Las Magia De Luzia,33 E. Congress,2017,Unknown,Gloria Talamantes,41.87557316,-87.62637611,60605,Mural,"(Photo Credit: Dan Rest) 'I created wispy butterfly wings that carry flowers adorned with motifs inspired by my roots and culture. The design inspiration comes from my family heirlooms-'""carpetas tejidas'"" the delicate and intricate original crocheted designs of my grandmother and great grandmother. After watching some of Luzia; I reflected on the massive red papel picado that was used to incubate the twirling dancer ascending in one of the scenes as flower petals fell. Upon first sight it immediately made me think of the many designs links that make up my grandma;s doilies. I allowed the connection to guide the process of the mural''s details. The dripping effect is a direct reflection of the water scenes and rather than make it a focal point; I wanted to create a subtle resemblance to the water while keeping it connected to my graffiti roots. Drips are common and often the most enjoyable parts of ink tags and natural spray paint abstracts when doing stylized letters. It is important for me to stay true to my Mexican & Graffiti culture for the two has been an integral part of my life and visual art form. I want to honor and elevate them in ways that don;t appropriate or erase the values or struggles that have endured through their evolution and survival.; The Magia de Luzia was curated and organized by Columbia College Chicago as part of the Wabash Arts Corridor Street Level Public Art Exhibition; and sponsored by Cirque du Soleil in honor of the production LUZIA in Chicago; Illinois."""
Weaving Cultures,1302 West 16th St,2016,Unknown,Sam Kirk and Sandra Antongiorgi,41.85983376,-87.65907732,60608,Mural,None
We Are; Nosotros Somos...,2221 South Lawndale,2007,Unknown,Maria Gaspar and Rahmaan Statik,41.85094816,-87.71726618,60623,Mural,2007. Maria Gaspar and Rahmaan Statik. This mural; part of the Safe Passages project; was created to address racial tension between the communities. From 2008 project images (http://picasaweb.google.com/chicagopublicartgroup/2008ProjectImages?authkey=uTfo_7ByYco&feat=embedwebsite)
Stop Telling Women To Smile,801 S Wabash,2015,Unknown,Tatyana Fazlalizadeh,41.87177833,-87.62578912,60605,Mural,Tatyana;s newest mural in her ;Step Telling Women To Smile; series.
Koi,4654 North Broadway,2019,Unknown,Jeremy Novy,41.96675345,-87.65849862,60640,Mural,None
Las Puertas de Paseo Boricua,2552 West Division St,2017,Unknown,Marcos Rios,41.90308236,-87.69155216,60622,Mural,Las Puertas de Paseo Boricua; organized by Sam Kirk; is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center; Kirk sought out street-level doorways on Division street as new sites for public artwork; to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes; ancestry; cultural characters; music; scenic references; cross-cultural identities; and pride.
Urban Worlds at the Crossroads,730 North Pulaski Road,1997,Unknown,John Pitman Weber and Bernard Williams,41.89444828,-87.72620305,60651,Mural,1997. Artists John Pitman Weber and Bernard Williams. This Mural depicts and celebrates the ethnic roots that cross through this area of the city -African American; Mexican; Puerto Rican; and Native American. In viewing the mural an individual is drawn to consider elements of family; culture; education and community development. This vibramt work of art speaks to all who travel the streets and cross the roads at Chicago and Pulaski. From 1997
Letter D,1690 N Elston Ave,2019,Unknown,Marry Tonnu,41.91290391,-87.66394498,60642,Mural,None
Unknown,1401 N Milwaukee Ave,2018,Unknown,Hebru Brantley,41.90742564,-87.67262251,60622,Mural,None
Hollywood,1150-1130 Hollywood,2017,Unknown,Justus Roe,41.98556984,-87.65938409,60626,Mural,abstract landscape painting
Racine,1550 -1600 s. Racine,2019,Unknown,Justus Roe,41.86011054,-87.65663713,60612,Mural,abstract landscape painting
Woodlawn Gateway at 65th,6442 South Dorchester Ave,2017,Unknown,Green Star Movement,41.77759275,-87.59169546,60637,Mural,None
For The Bears Fans,4654 N Broadway,2020,Unknown,Liz Flores,41.9666343,-87.6586209,60640,Mural,Uptown Ace Hardware
Educacion: See y Know,1517 West 21st St,1996,Unknown,Jeff Zimmermann,41.85409025,-87.66431554,60608,Mural,Completed 1996. Artist Jeff Zimmermann. This mural; located in the Pilsen neighborhood at the st Pious Youth Center; was designed with the theme of education. Youth from the Pilsen community helped paint the mural. From 1996
16th & Ashland,1600 w. 16th st,2013,Unknown,Justus Roe,41.85971662,-87.66623522,60608,Mural,abstract landscape painting
Block by Block,4080 N Milwaukee,2012,Unknown,Uneek and Flash,41.95502071,-87.74979329,60641,Mural,"'Block By Block'"" was painted as the first sanctioned aerosol mural in the 45th ward. It was painted on the most grafittied wall in that part of the ward. The painting of the mural '""supervised'"" by Bill Weyna and Gabriel Cosaquillo; and was painted for Chicago Artists Month 2012 in the tradition of people coming together to create a community quilt. The public was invited to come and paint a block of the '""Aerosol Quilt'"""""
Sauganash Mural Project; North Wall,4300 W. Peterson Avenue,2013,Unknown,Todd Osborne and Tracy VanDuinen,41.99014944,-87.73627807,60646,Mural,None
You Are Beautiful,1039 W Lawrence Ave,2016,Unknown,Matthew Hoffman,41.96895857,-87.65636687,60640,Mural,None
Parkside of Old Town,459 West Division St,2017,Unknown,Mirtes Zwierzynski; Ruben Aguirre,41.90364882,-87.64046322,60610,Mural,None
